parlamentarier_anzeige_name,parlamentarier_id,parlamentarier_nachname,parlamentarier_vorname,parlamentarier_zweiter_vorname,parlamentarier_rat,parlamentarier_kanton,parlamentarier_partei,parlamentarier_fraktion,parlamentarier_kommissionen,parlamentarier_im_rat_seit,parlamentarier_im_rat_bis,parlamentarier_geschlecht,parlamentarier_geburtstag,parlamentarier_parlament_biografie_id,parlamentarier_parlament_number,parlamentarier_sprache,parlamentarier_arbeitssprache,interessenbindung_beschreibung,interessenbindung_von,interessenbindung_bis,interessenbindung_art,interessenbindung_funktion_im_gremium,interessenbindung_deklarationstyp,interessenbindung_status,interessenbindung_hauptberuflich,interessenbindung_behoerden_vertreter,interessenbindung_wirksamkeit,organisation_id,verguetung,verguetung_jahr,verguetung_beschreibung,organisation_name_de,organisation_uid,organisation_name_fr,organisation_ort,organisation_rechtsform,organisation_rechtsform_handelsregister,organisation_rechtsform_zefix,organisation_typ,organisation_vernehmlassung,gruppe_spalte,interessengruppe,Hauptcode,Hauptkategorie,Subcode,Subkategorie
"Schilliger, Peter",185,Schilliger,Peter,Emil,NR,LU,FDP,RL,"Del D-V, FK-NR, SPK-NR",2012-09-10T00:00:00Z,NA,M,1959-06-01T00:00:00Z,4124,3029,de,de,Mitglied,2021-03-29T00:00:00Z,NA,mitglied,NA,deklarationspflichtig,deklariert,0,N,tief,7833,NA,NA,NA,Wasserstoff/Power-to-X,NA,Hydrogène/Power-to-X,NA,Parlamentarische Gruppe,NA,NA,"EinzelOrganisation,dezidierteLobby",nie,organisation_interessengruppe1,Erneuerbare Energien,7,Energieerzeugung & -infrastruktur,7.3,Wasserstoff & Power-to-X
"Schneider-Schneiter, Elisabeth",188,Schneider-Schneiter,Elisabeth,NA,NR,BL,M,M-E,", APK-N, Del-EFTA/EU",2010-11-29T00:00:00Z,NA,F,1964-02-19T00:00:00Z,4040,2748,de,de,Mitglied,2023-05-01T00:00:00Z,NA,mitglied,NA,deklarationspflichtig,deklariert,0,N,tief,7833,NA,NA,NA,Wasserstoff/Power-to-X,NA,Hydrogène/Power-to-X,NA,Parlamentarische Gruppe,NA,NA,"EinzelOrganisation,dezidierteLobby",nie,organisation_interessengruppe1,Erneuerbare Energien,7,Energieerzeugung & -infrastruktur,7.3,Wasserstoff & Power-to-X
"Storni, Bruno",420,Storni,Bruno,NA,NR,TI,SP,S,"Del I-V, GPK-N, KVF-NR, RedK-V",2019-12-02T00:00:00Z,NA,M,1954-08-17T00:00:00Z,4312,3208,it,fr,Mitglied,2021-10-01T00:00:00Z,NA,mitglied,NA,deklarationspflichtig,deklariert,0,N,tief,7833,NA,NA,NA,Wasserstoff/Power-to-X,NA,Hydrogène/Power-to-X,NA,Parlamentarische Gruppe,NA,NA,"EinzelOrganisation,dezidierteLobby",nie,organisation_interessengruppe1,Erneuerbare Energien,7,Energieerzeugung & -infrastruktur,7.3,Wasserstoff & Power-to-X
"Suter, Gabriela",370,Suter,Gabriela,NA,NR,AG,SP,S,"GPK-N, UREK-NR",2019-12-01T00:00:00Z,NA,F,1972-12-12T00:00:00Z,4295,3187,de,de,Mitglied,2021-03-29T00:00:00Z,NA,mitglied,NA,deklarationspflichtig,deklariert,0,N,tief,7833,NA,NA,NA,Wasserstoff/Power-to-X,NA,Hydrogène/Power-to-X,NA,Parlamentarische Gruppe,NA,NA,"EinzelOrganisation,dezidierteLobby",nie,organisation_interessengruppe1,Erneuerbare Energien,7,Energieerzeugung & -infrastruktur,7.3,Wasserstoff & Power-to-X
"Thalmann-Bieri, Veronika",462,Thalmann-Bieri,Veronika,NA,NR,LU,SVP,V,"Bü-NR, SGK-NR",2023-12-04T00:00:00Z,NA,F,1969-03-28T00:00:00Z,10849,10849,de,de,Mitglied,2024-10-01T00:00:00Z,NA,mitglied,NA,deklarationspflichtig,deklariert,0,N,tief,7833,NA,NA,NA,Wasserstoff/Power-to-X,NA,Hydrogène/Power-to-X,NA,Parlamentarische Gruppe,NA,NA,"EinzelOrganisation,dezidierteLobby",nie,organisation_interessengruppe1,Erneuerbare Energien,7,Energieerzeugung & -infrastruktur,7.3,Wasserstoff & Power-to-X
"Vincenz-Stauffacher, Susanne",361,Vincenz-Stauffacher,Susanne,NA,NR,SG,FDP,RL,"Del FL-V, GK-V, IK-NR, UREK-NR",2019-12-01T00:00:00Z,NA,F,1967-01-21T00:00:00Z,4296,3188,de,de,Mitglied,2021-03-29T00:00:00Z,NA,mitglied,NA,deklarationspflichtig,deklariert,0,N,tief,7833,NA,NA,NA,Wasserstoff/Power-to-X,NA,Hydrogène/Power-to-X,NA,Parlamentarische Gruppe,NA,NA,"EinzelOrganisation,dezidierteLobby",nie,organisation_interessengruppe1,Erneuerbare Energien,7,Energieerzeugung & -infrastruktur,7.3,Wasserstoff & Power-to-X
"Addor, Jean-Luc",261,Addor,Jean-Luc,NA,NR,VS,SVP,V,"OSZE, SiK-N, SPK-N",2015-11-30T00:00:00Z,NA,M,1964-04-22T00:00:00Z,4154,3055,fr,fr,Mitglied,2020-11-23T00:00:00Z,NA,mitglied,NA,deklarationspflichtig,deklariert,0,N,tief,5047,NA,NA,NA,Weinbau,NA,Vitivinicole,NA,Parlamentarische Gruppe,NA,NA,EinzelOrganisation,nie,organisation_interessengruppe1,"Weinbau, Bier und Spirituosen",5,Landwirtschaft und Ernährungssysteme,5.4,Weinbau
"Badertscher, Christine",355,Badertscher,Christine,NA,NR,BE,Grüne,G,APK-NR,2019-12-01T00:00:00Z,NA,F,1982-01-11T00:00:00Z,4246,3138,de,de,Mitglied,2020-11-23T00:00:00Z,NA,mitglied,NA,deklarationspflichtig,deklariert,0,N,tief,5047,NA,NA,NA,Weinbau,NA,Vitivinicole,NA,Parlamentarische Gruppe,NA,NA,EinzelOrganisation,nie,organisation_interessengruppe1,"Weinbau, Bier und Spirituosen",5,Landwirtschaft und Ernährungssysteme,5.4,Weinbau
"Bregy, Philipp Matthias",340,Bregy,Philipp Matthias,NA,NR,VS,M,M-E,"Bü-NR, RK-NR, WAK-NR",2019-03-04T00:00:00Z,NA,M,1978-07-07T00:00:00Z,4230,3131,de,de,Mitglied,2020-11-23T00:00:00Z,NA,mitglied,NA,deklarationspflichtig,deklariert,0,N,tief,5047,NA,NA,NA,Weinbau,NA,Vitivinicole,NA,Parlamentarische Gruppe,NA,NA,EinzelOrganisation,nie,organisation_interessengruppe1,"Weinbau, Bier und Spirituosen",5,Landwirtschaft und Ernährungssysteme,5.4,Weinbau
"Bulliard-Marbach, Christine",63,Bulliard-Marbach,Christine,NA,NR,FR,M,M-E,"APF-V, APK-NR, UREK-NR",2011-12-05T00:00:00Z,NA,F,1959-10-13T00:00:00Z,4101,3017,de,de,Mitglied,2020-11-23T00:00:00Z,NA,mitglied,NA,deklarationspflichtig,deklariert,0,N,tief,5047,NA,NA,NA,Weinbau,NA,Vitivinicole,NA,Parlamentarische Gruppe,NA,NA,EinzelOrganisation,nie,organisation_interessengruppe1,"Weinbau, Bier und Spirituosen",5,Landwirtschaft und Ernährungssysteme,5.4,Weinbau
"Candinas, Martin",65,Candinas,Martin,Anton,NR,GR,M,M-E,"KVF-NR, OSZE, SiK-NR",2011-12-05T00:00:00Z,NA,M,1980-08-20T00:00:00Z,4070,2770,rm,de,Mitglied,2020-11-23T00:00:00Z,NA,mitglied,NA,deklarationspflichtig,deklariert,0,N,tief,5047,NA,NA,NA,Weinbau,NA,Vitivinicole,NA,Parlamentarische Gruppe,NA,NA,EinzelOrganisation,nie,organisation_interessengruppe1,"Weinbau, Bier und Spirituosen",5,Landwirtschaft und Ernährungssysteme,5.4,Weinbau
"Chiesa, Marco",275,Chiesa,Marco,NA,SR,TI,SVP,V,"APF-V, APK-SR, Del I-V, RedK-V, UREK-SR",2015-11-30T00:00:00Z,NA,M,1974-10-10T00:00:00Z,4159,3067,it,fr,Mitglied,2020-11-23T00:00:00Z,NA,mitglied,NA,deklarationspflichtig,deklariert,0,N,tief,5047,NA,NA,NA,Weinbau,NA,Vitivinicole,NA,Parlamentarische Gruppe,NA,NA,EinzelOrganisation,nie,organisation_interessengruppe1,"Weinbau, Bier und Spirituosen",5,Landwirtschaft und Ernährungssysteme,5.4,Weinbau
"Clivaz, Christophe",383,Clivaz,Christophe,Charles,NR,VS,Grüne,G,UREK-NR,2019-10-20T00:00:00Z,NA,M,1969-01-07T00:00:00Z,4253,3145,fr,fr,Präsident,2021-06-02T00:00:00Z,NA,vorstand,praesident,deklarationspflichtig,deklariert,0,N,tief,5047,0,2025,Ehrenamtlich,Weinbau,NA,Vitivinicole,NA,Parlamentarische Gruppe,NA,NA,EinzelOrganisation,nie,organisation_interessengruppe1,"Weinbau, Bier und Spirituosen",5,Landwirtschaft und Ernährungssysteme,5.4,Weinbau
"Cottier, Damien",388,Cottier,Damien,Jacques André,NR,NE,FDP,RL,"Bü-NR, ERD, FK-NR, KVF-NR",2019-10-20T00:00:00Z,NA,M,1975-04-03T00:00:00Z,4254,3146,fr,fr,Mitglied,2020-11-23T00:00:00Z,NA,mitglied,NA,deklarationspflichtig,deklariert,0,N,tief,5047,0,2025,Ehrenamtlich,Weinbau,NA,Vitivinicole,NA,Parlamentarische Gruppe,NA,NA,EinzelOrganisation,nie,organisation_interessengruppe1,"Weinbau, Bier und Spirituosen",5,Landwirtschaft und Ernährungssysteme,5.4,Weinbau
"de Montmollin, Simone",390,de Montmollin,Simone,NA,NR,GE,FDP,RL,"Del F-V, UREK-NR, WBK-NR",2019-10-20T00:00:00Z,NA,F,1968-07-20T00:00:00Z,4256,3148,fr,fr,Mitglied,2020-11-23T00:00:00Z,NA,mitglied,NA,deklarationspflichtig,deklariert,0,N,tief,5047,NA,NA,NA,Weinbau,NA,Vitivinicole,NA,Parlamentarische Gruppe,NA,NA,EinzelOrganisation,nie,organisation_interessengruppe1,"Weinbau, Bier und Spirituosen",5,Landwirtschaft und Ernährungssysteme,5.4,Weinbau
"de Quattro, Jacqueline",392,de Quattro,Jacqueline,NA,NR,VD,FDP,RL,"IK-NR, NATO-V, SiK-NR",2019-10-20T00:00:00Z,NA,F,1960-06-24T00:00:00Z,4257,3149,de,fr,Mitglied,2020-06-09T00:00:00Z,NA,mitglied,NA,deklarationspflichtig,deklariert,0,N,tief,5047,NA,NA,NA,Weinbau,NA,Vitivinicole,NA,Parlamentarische Gruppe,NA,NA,EinzelOrganisation,nie,organisation_interessengruppe1,"Weinbau, Bier und Spirituosen",5,Landwirtschaft und Ernährungssysteme,5.4,Weinbau
"Dittli, Josef",315,Dittli,Josef,NA,SR,UR,FDP,RL,"GPK-S, KVF-SR, SGK-SR, SiK-SR",2015-11-30T00:00:00Z,NA,M,1957-04-11T00:00:00Z,4151,3052,de,de,Mitglied,2020-11-23T00:00:00Z,NA,mitglied,NA,deklarationspflichtig,deklariert,0,N,tief,5047,NA,NA,NA,Weinbau,NA,Vitivinicole,NA,Parlamentarische Gruppe,NA,NA,EinzelOrganisation,nie,organisation_interessengruppe1,"Weinbau, Bier und Spirituosen",5,Landwirtschaft und Ernährungssysteme,5.4,Weinbau
"Farinelli, Alex",393,Farinelli,Alex,NA,NR,TI,FDP,RL,"FK-NR, KVF-NR",2019-10-20T00:00:00Z,NA,M,1981-12-16T00:00:00Z,4259,3151,it,de,Mitglied,2020-11-23T00:00:00Z,NA,mitglied,NA,deklarationspflichtig,deklariert,0,N,tief,5047,NA,NA,NA,Weinbau,NA,Vitivinicole,NA,Parlamentarische Gruppe,NA,NA,EinzelOrganisation,nie,organisation_interessengruppe1,"Weinbau, Bier und Spirituosen",5,Landwirtschaft und Ernährungssysteme,5.4,Weinbau
"Fässler, Daniel",76,Fässler,Daniel,Karl,SR,AI,M,M-E,"BeK-V, OSZE, RK-SR, SPK-SR, UREK-SR",2011-12-05T00:00:00Z,NA,M,1960-08-22T00:00:00Z,4056,2767,de,de,Mitglied,2020-11-23T00:00:00Z,NA,mitglied,NA,deklarationspflichtig,deklariert,0,N,tief,5047,NA,NA,NA,Weinbau,NA,Vitivinicole,NA,Parlamentarische Gruppe,NA,NA,EinzelOrganisation,nie,organisation_interessengruppe1,"Weinbau, Bier und Spirituosen",5,Landwirtschaft und Ernährungssysteme,5.4,Weinbau
"Feller, Olivier",79,Feller,Olivier,NA,NR,VD,FDP,RL,WAK-NR,2011-12-05T00:00:00Z,NA,M,1974-08-30T00:00:00Z,4077,2789,fr,fr,Mitglied,2020-11-23T00:00:00Z,NA,mitglied,NA,deklarationspflichtig,deklariert,0,N,tief,5047,0,2025,Ehrenamtlich,Weinbau,NA,Vitivinicole,NA,Parlamentarische Gruppe,NA,NA,EinzelOrganisation,nie,organisation_interessengruppe1,"Weinbau, Bier und Spirituosen",5,Landwirtschaft und Ernährungssysteme,5.4,Weinbau
"Hurter, Thomas",120,Hurter,Thomas,NA,NR,SH,SVP,V,"IPU, KVF-NR, SiK-NR",2007-12-03T00:00:00Z,NA,M,1963-11-01T00:00:00Z,3890,2693,de,de,Präsident,NA,NA,vorstand,praesident,deklarationspflichtig,deklariert,0,N,tief,5047,0,2025,Ehrenamtlich,Weinbau,NA,Vitivinicole,NA,Parlamentarische Gruppe,NA,NA,EinzelOrganisation,nie,organisation_interessengruppe1,"Weinbau, Bier und Spirituosen",5,Landwirtschaft und Ernährungssysteme,5.4,Weinbau
"Jositsch, Daniel",125,Jositsch,Daniel,Reuwen,SR,ZH,SP,S,"APK-SR, IPU, OSZE, RK-SR, SiK-SR, SPK-SR",2007-12-03T00:00:00Z,NA,M,1965-03-25T00:00:00Z,3891,2694,de,de,Mitglied,2020-11-23T00:00:00Z,NA,mitglied,NA,deklarationspflichtig,deklariert,0,N,tief,5047,NA,NA,NA,Weinbau,NA,Vitivinicole,NA,Parlamentarische Gruppe,NA,NA,EinzelOrganisation,nie,organisation_interessengruppe1,"Weinbau, Bier und Spirituosen",5,Landwirtschaft und Ernährungssysteme,5.4,Weinbau
"Juillard, Charles",402,Juillard,Charles,NA,SR,JU,M,M-E,"APF-V, Del F-V, GPK-S, KVF-SR, SiK-SR",2019-12-02T00:00:00Z,NA,M,1962-12-17T00:00:00Z,4240,3195,fr,fr,Mitglied,2020-11-23T00:00:00Z,NA,mitglied,NA,deklarationspflichtig,deklariert,0,N,tief,5047,0,2025,Ehrenamtlich,Weinbau,NA,Vitivinicole,NA,Parlamentarische Gruppe,NA,NA,EinzelOrganisation,nie,organisation_interessengruppe1,"Weinbau, Bier und Spirituosen",5,Landwirtschaft und Ernährungssysteme,5.4,Weinbau
"Maret, Marianne",406,Maret,Marianne,NA,SR,VS,M,M-E,"GPK-S, KVF-SR, RedK-V, WBK-SR",2019-12-02T00:00:00Z,NA,F,1958-06-15T00:00:00Z,4303,3200,fr,fr,Mitglied,2020-11-23T00:00:00Z,NA,mitglied,NA,deklarationspflichtig,deklariert,0,N,tief,5047,NA,NA,NA,Weinbau,NA,Vitivinicole,NA,Parlamentarische Gruppe,NA,NA,EinzelOrganisation,nie,organisation_interessengruppe1,"Weinbau, Bier und Spirituosen",5,Landwirtschaft und Ernährungssysteme,5.4,Weinbau
"Nantermod, Philippe",297,Nantermod,Philippe,NA,NR,VS,FDP,RL,"RK-NR, SPK-NR",2015-11-30T00:00:00Z,NA,M,1984-03-27T00:00:00Z,4193,3088,fr,fr,Mitglied,2020-11-23T00:00:00Z,NA,mitglied,NA,deklarationspflichtig,deklariert,0,N,tief,5047,NA,NA,NA,Weinbau,NA,Vitivinicole,NA,Parlamentarische Gruppe,NA,NA,EinzelOrganisation,nie,organisation_interessengruppe1,"Weinbau, Bier und Spirituosen",5,Landwirtschaft und Ernährungssysteme,5.4,Weinbau
"Nicolet, Jacques",298,Nicolet,Jacques,NA,NR,VD,SVP,V,"Del F-V, FK-NR, RK-NR",2015-11-30T00:00:00Z,NA,M,1965-10-24T00:00:00Z,4168,3089,fr,fr,Mitglied,2020-11-23T00:00:00Z,NA,mitglied,NA,deklarationspflichtig,deklariert,0,N,tief,5047,NA,NA,NA,Weinbau,NA,Vitivinicole,NA,Parlamentarische Gruppe,NA,NA,EinzelOrganisation,nie,organisation_interessengruppe1,"Weinbau, Bier und Spirituosen",5,Landwirtschaft und Ernährungssysteme,5.4,Weinbau
"Paganini, Nicolò",333,Paganini,Nicolò,Alessio,NR,SG,M,M-E,"Del A-V, SPK-NR, UREK-NR",2018-03-12T00:00:00Z,NA,M,1966-06-08T00:00:00Z,4222,3123,de,de,Mitglied,2020-11-23T00:00:00Z,NA,mitglied,NA,deklarationspflichtig,deklariert,0,N,tief,5047,NA,NA,NA,Weinbau,NA,Vitivinicole,NA,Parlamentarische Gruppe,NA,NA,EinzelOrganisation,nie,organisation_interessengruppe1,"Weinbau, Bier und Spirituosen",5,Landwirtschaft und Ernährungssysteme,5.4,Weinbau
"Page, Pierre-André",299,Page,Pierre-André,NA,NR,FR,SVP,V,"APF-V, APK-NR, Bü-N, Bü-VBV-V, IK-NR",2015-11-30T00:00:00Z,NA,M,1960-04-19T00:00:00Z,4169,3090,fr,fr,Mitglied,2020-11-23T00:00:00Z,NA,mitglied,NA,deklarationspflichtig,deklariert,0,N,tief,5047,NA,NA,NA,Weinbau,NA,Vitivinicole,NA,Parlamentarische Gruppe,NA,NA,EinzelOrganisation,nie,organisation_interessengruppe1,"Weinbau, Bier und Spirituosen",5,Landwirtschaft und Ernährungssysteme,5.4,Weinbau
"Piller Carrard, Valérie",168,Piller Carrard,Valérie,NA,NR,FR,SP,S,"ERD, SGK-NR",2011-12-05T00:00:00Z,NA,F,1978-09-09T00:00:00Z,4109,3009,fr,fr,Mitglied,2020-11-23T00:00:00Z,NA,mitglied,NA,deklarationspflichtig,deklariert,0,N,tief,5047,NA,NA,NA,Weinbau,NA,Vitivinicole,NA,Parlamentarische Gruppe,NA,NA,EinzelOrganisation,nie,organisation_interessengruppe1,"Weinbau, Bier und Spirituosen",5,Landwirtschaft und Ernährungssysteme,5.4,Weinbau
"Porchet, Léonore",410,Porchet,Léonore,NA,NR,VD,Grüne,G,SGK-NR,2019-12-02T00:00:00Z,NA,F,1989-07-09T00:00:00Z,4280,3172,fr,fr,Mitglied,2021-05-03T00:00:00Z,NA,mitglied,NA,deklarationspflichtig,deklariert,0,N,tief,5047,NA,NA,NA,Weinbau,NA,Vitivinicole,NA,Parlamentarische Gruppe,NA,NA,EinzelOrganisation,nie,organisation_interessengruppe1,"Weinbau, Bier und Spirituosen",5,Landwirtschaft und Ernährungssysteme,5.4,Weinbau
"Ritter, Markus",178,Ritter,Markus,NA,NR,SG,M,M-E,WAK-NR,2011-12-05T00:00:00Z,NA,M,1967-04-19T00:00:00Z,4052,2754,de,de,Mitglied,2020-11-23T00:00:00Z,NA,mitglied,NA,deklarationspflichtig,deklariert,0,N,tief,5047,NA,NA,NA,Weinbau,NA,Vitivinicole,NA,Parlamentarische Gruppe,NA,NA,EinzelOrganisation,nie,organisation_interessengruppe1,"Weinbau, Bier und Spirituosen",5,Landwirtschaft und Ernährungssysteme,5.4,Weinbau
"Roduit, Benjamin",331,Roduit,Benjamin,NA,NR,VS,M,M-E,"Bü-NR, Del F-V, RedK-V, SGK-NR",2018-02-26T00:00:00Z,NA,M,1962-11-22T00:00:00Z,4220,3121,fr,fr,Mitglied,2020-11-23T00:00:00Z,NA,mitglied,NA,deklarationspflichtig,deklariert,0,N,tief,5047,NA,NA,NA,Weinbau,NA,Vitivinicole,NA,Parlamentarische Gruppe,NA,NA,EinzelOrganisation,nie,organisation_interessengruppe1,"Weinbau, Bier und Spirituosen",5,Landwirtschaft und Ernährungssysteme,5.4,Weinbau
"Schneider-Schneiter, Elisabeth",188,Schneider-Schneiter,Elisabeth,NA,NR,BL,M,M-E,", APK-N, Del-EFTA/EU",2010-11-29T00:00:00Z,NA,F,1964-02-19T00:00:00Z,4040,2748,de,de,Mitglied,2020-11-23T00:00:00Z,NA,mitglied,NA,deklarationspflichtig,deklariert,0,N,tief,5047,NA,NA,NA,Weinbau,NA,Vitivinicole,NA,Parlamentarische Gruppe,NA,NA,EinzelOrganisation,nie,organisation_interessengruppe1,"Weinbau, Bier und Spirituosen",5,Landwirtschaft und Ernährungssysteme,5.4,Weinbau
"Steinemann, Barbara",306,Steinemann,Barbara,NA,NR,ZH,SVP,V,"RK-NR, SPK-NR",2015-11-30T00:00:00Z,NA,F,1976-06-18T00:00:00Z,4174,3096,de,de,Mitglied,2020-11-23T00:00:00Z,NA,mitglied,NA,deklarationspflichtig,deklariert,0,N,tief,5047,NA,NA,NA,Weinbau,NA,Vitivinicole,NA,Parlamentarische Gruppe,NA,NA,EinzelOrganisation,nie,organisation_interessengruppe1,"Weinbau, Bier und Spirituosen",5,Landwirtschaft und Ernährungssysteme,5.4,Weinbau
"Wehrli, Laurent",310,Wehrli,Laurent,NA,NR,VD,FDP,RL,"APF-V, APK-NR, GPK-N, IPU",2015-11-30T00:00:00Z,NA,M,1965-06-04T00:00:00Z,4194,3100,fr,fr,Mitglied,2020-11-23T00:00:00Z,NA,mitglied,NA,deklarationspflichtig,deklariert,0,N,tief,5047,0,2025,Ehrenamtlich,Weinbau,NA,Vitivinicole,NA,Parlamentarische Gruppe,NA,NA,EinzelOrganisation,nie,organisation_interessengruppe1,"Weinbau, Bier und Spirituosen",5,Landwirtschaft und Ernährungssysteme,5.4,Weinbau
"Meier, Andreas",439,Meier,Andreas,NA,NR,AG,M,M-E,"GPK-N, WBK-NR",2023-02-27T00:00:00Z,NA,M,1962-02-11T00:00:00Z,4333,3228,de,de,NA,2019-08-21T00:00:00Z,NA,vorstand,mitglied,deklarationspflichtig,deklariert,0,N,tief,8930,0,2025,Ehrenamtlich,WeinStern Wettingen AG,CHE-347.559.670,NA,Wettingen,AG,0106,3,"EinzelOrganisation,LeistungsErbringer",nie,organisation_interessengruppe1,"Weinbau, Bier und Spirituosen",5,Landwirtschaft und Ernährungssysteme,5.4,Weinbau
"Bäumle, Martin",51,Bäumle,Martin,Hans,NR,ZH,GLP,GL,UREK-NR,2003-12-01T00:00:00Z,NA,M,1964-06-03T00:00:00Z,1138,2585,de,de,NA,2024-12-13T00:00:00Z,NA,vorstand,praesident,deklarationspflichtig,nicht-deklariert,0,J,tief,6021,NA,NA,NA,WFD Werkflugplatz Dübendorf AG,CHE-258.874.388,NA,Dübendorf,AG,0106,3,EinzelOrganisation,nie,organisation_interessengruppe1,Luftfahrt,6,Verkehrssektor und Mobilität,6.4,Luftverkehr & Infrastruktur
"Wismer-Felder, Priska",363,Wismer-Felder,Priska,NA,NR,LU,M,M-E,"GPK-N, UREK-NR",2019-10-20T00:00:00Z,NA,F,1970-10-02T00:00:00Z,4305,3202,de,de,NA,NA,NA,vorstand,praesident,deklarationspflichtig,deklariert,0,NA,tief,6773,NA,NA,NA,Windenergie Stierenberg AG,CHE-245.845.058,NA,Rickenbach LU,AG,0106,3,EinzelOrganisation,nie,organisation_interessengruppe1,Erneuerbare Energien,7,Energieerzeugung & -infrastruktur,7.2,Erneuerbare Energie
"Addor, Jean-Luc",261,Addor,Jean-Luc,NA,NR,VS,SVP,V,"OSZE, SiK-N, SPK-N",2015-11-30T00:00:00Z,NA,M,1964-04-22T00:00:00Z,4154,3055,fr,fr,Mitglied,2020-06-09T00:00:00Z,NA,mitglied,NA,deklarationspflichtig,deklariert,0,N,tief,2899,NA,NA,NA,Wohn- und Grundeigentum,NA,Propriété immobilière et foncière,Zürich,Parlamentarische Gruppe,NA,NA,"EinzelOrganisation,dezidierteLobby",nie,organisation_interessengruppe1,Immobilien/Hauseigentümer:innen,14,Wohnen,14.1,Hauseigentümerverbände
"Aeschi, Thomas",41,Aeschi,Thomas,NA,NR,ZG,SVP,V,"Bü-NR, EFTA/EU, GK-V, SGK-NR, WAK-NR",2011-12-05T00:00:00Z,NA,M,1979-01-13T00:00:00Z,4053,2758,de,de,Mitglied,2020-06-09T00:00:00Z,NA,mitglied,NA,deklarationspflichtig,deklariert,0,N,tief,2899,NA,NA,NA,Wohn- und Grundeigentum,NA,Propriété immobilière et foncière,Zürich,Parlamentarische Gruppe,NA,NA,"EinzelOrganisation,dezidierteLobby",nie,organisation_interessengruppe1,Immobilien/Hauseigentümer:innen,14,Wohnen,14.1,Hauseigentümerverbände
"Amaudruz, Céline",44,Amaudruz,Céline,Marie-Claire,NR,GE,SVP,V,"ERD, SGK-NR, WAK-NR",2011-12-05T00:00:00Z,NA,F,1979-03-15T00:00:00Z,4090,2796,fr,fr,Mitglied,2020-06-09T00:00:00Z,NA,mitglied,NA,deklarationspflichtig,deklariert,0,N,tief,2899,NA,NA,NA,Wohn- und Grundeigentum,NA,Propriété immobilière et foncière,Zürich,Parlamentarische Gruppe,NA,NA,"EinzelOrganisation,dezidierteLobby",nie,organisation_interessengruppe1,Immobilien/Hauseigentümer:innen,14,Wohnen,14.1,Hauseigentümerverbände
"Barandun, Nicole",461,Barandun,Nicole,NA,NR,ZH,M,M-E,"BeK-V, GK-V, SiK-NR",2023-12-04T00:00:00Z,NA,F,1968-04-25T00:00:00Z,10818,10818,de,de,Mitglied,2024-05-03T00:00:00Z,NA,mitglied,NA,deklarationspflichtig,deklariert,0,N,tief,2899,NA,NA,NA,Wohn- und Grundeigentum,NA,Propriété immobilière et foncière,Zürich,Parlamentarische Gruppe,NA,NA,"EinzelOrganisation,dezidierteLobby",nie,organisation_interessengruppe1,Immobilien/Hauseigentümer:innen,14,Wohnen,14.1,Hauseigentümerverbände
"Binder-Keller, Marianne",364,Binder-Keller,Marianne,NA,SR,AG,M,M-E,"Del D-V, ERD, GPK-S, SiK-SR, SPK-SR",2019-12-01T00:00:00Z,NA,F,1958-06-15T00:00:00Z,4249,3141,de,de,Mitglied,2024-05-03T00:00:00Z,NA,mitglied,NA,deklarationspflichtig,deklariert,0,N,tief,2899,NA,NA,NA,Wohn- und Grundeigentum,NA,Propriété immobilière et foncière,Zürich,Parlamentarische Gruppe,NA,NA,"EinzelOrganisation,dezidierteLobby",nie,organisation_interessengruppe1,Immobilien/Hauseigentümer:innen,14,Wohnen,14.1,Hauseigentümerverbände
"Bischof, Pirmin",219,Bischof,Pirmin,Josef,SR,SO,M,M-E,"APK-S, SGK-S, UREK-S, WAK-S",2007-12-03T00:00:00Z,NA,M,1959-02-24T00:00:00Z,3871,2674,de,de,Mitglied,2020-06-09T00:00:00Z,NA,mitglied,NA,deklarationspflichtig,deklariert,0,N,tief,2899,NA,NA,NA,Wohn- und Grundeigentum,NA,Propriété immobilière et foncière,Zürich,Parlamentarische Gruppe,NA,NA,"EinzelOrganisation,dezidierteLobby",nie,organisation_interessengruppe1,Immobilien/Hauseigentümer:innen,14,Wohnen,14.1,Hauseigentümerverbände
"Bregy, Philipp Matthias",340,Bregy,Philipp Matthias,NA,NR,VS,M,M-E,"Bü-NR, RK-NR, WAK-NR",2019-03-04T00:00:00Z,NA,M,1978-07-07T00:00:00Z,4230,3131,de,de,Mitglied,2022-06-01T00:00:00Z,NA,mitglied,NA,deklarationspflichtig,deklariert,0,N,tief,2899,NA,NA,NA,Wohn- und Grundeigentum,NA,Propriété immobilière et foncière,Zürich,Parlamentarische Gruppe,NA,NA,"EinzelOrganisation,dezidierteLobby",nie,organisation_interessengruppe1,Immobilien/Hauseigentümer:innen,14,Wohnen,14.1,Hauseigentümerverbände
